Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.1027,Mon Sep 10 02:38:06 +0000 2018,0.616,0.178,0.205,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Florence strengthens into a hurricane, threatens to hit Southeast US https://t.co/fKABDcV6ml https://t.co/MYVS2x49l0",307
0.0,Mon Sep 10 02:35:11 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight: ""When you look at...John Kennedy's inaugural address— his inaugural address would be deemed today by t… https://t.co/yENRnhBu7c",308
0.0,Mon Sep 10 02:28:32 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP Pence slams 'disappointing' Obama speech, says he'd take lie detector to prove he didn't write NYT Op-Ed https://t.co/udGkLfTbo3",309
0.296,Mon Sep 10 02:22:45 +0000 2018,0.891,0.0,0.109,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","THIS DAY IN HISTORY: The Apollo 11 astronauts, Michael Collins, Neil Armstrong and Edwin Aldrin, join Postmaster Ge… https://t.co/bPEtRfpVNA",310
0.9042,Mon Sep 10 02:17:53 +0000 2018,0.629,0.0,0.371,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight to the late Burt Reynolds: ""You were a true artist in every way. You had the greatest love for your cra… https://t.co/LDybBaLaJs",311
-0.2732,Mon Sep 10 02:04:49 +0000 2018,0.851,0.149,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",'Dine-and-dash dater' who allegedly left dates with pricey bills faces new charges https://t.co/bMpMgIE6Qz,312
0.0,Mon Sep 10 01:50:54 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@MiamiDolphins players Kenny Stills and Albert Wilson kneel during the national anthem before their game against t… https://t.co/8qTIrZ2J1l,313
0.3182,Mon Sep 10 01:39:18 +0000 2018,0.887,0.0,0.113,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @FoxNewsResearch: North Korea:
•1945: Korea divided at 38th parallel
•1948: Separate nations established
—Communist NK supported by Sovi…",314
0.0,Mon Sep 10 01:36:21 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ahead of Kavanaugh confirmation vote, Sen. Collins receives 3,000 hangers from pro-choice activists. https://t.co/rANFDYJler",315
0.4019,Mon Sep 10 01:30:04 +0000 2018,0.828,0.0,0.172,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RealCandaceO on the current state of the Democratic Party: ""It's completely splintered."" @NextRevFNC https://t.co/iZ7E9kGj4O",316
0.4767,Mon Sep 10 01:27:43 +0000 2018,0.744,0.0,0.256,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@charliekirk11: ""The president has improved the economy tremendously."" @NextRevFNC https://t.co/N9UgRrriAu",317
-0.743,Mon Sep 10 01:18:57 +0000 2018,0.656,0.344,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",DEVELOPING: Female Dallas cop who killed man in his home charged with manslaughter. https://t.co/hdtrAEvANL,318
-0.7003,Mon Sep 10 01:06:00 +0000 2018,0.756,0.244,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Oregon fast food restaurant revises button policy after employees wear 'Abolish ICE' and 'No one is illegal' pins a… https://t.co/Mw7KVc6TAr,319
-0.4767,Mon Sep 10 01:05:56 +0000 2018,0.693,0.307,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Paris knife attack leaves 7 wounded, reports say. https://t.co/vm9JmTgov1",320
0.0,Mon Sep 10 03:07:58 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight on President @realDonaldTrump: ""He's actually doing what he said he would do."" https://t.co/dPuf6JB2LI",321
0.2732,Mon Sep 10 03:03:43 +0000 2018,0.9,0.0,0.1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight on what made him become a Trump supporter: ""He was self-funding and that meant that he wouldn't have an… https://t.co/gTXqNjI1Xp",322
0.0,Mon Sep 10 03:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",The U.S. Capitol building is reflected in a rain puddle at daybreak on Saturday in Washington. https://t.co/gPzVOXmeE2,323
0.0516,Mon Sep 10 02:52:31 +0000 2018,0.72,0.114,0.165,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","""You needed somebody who was a doer. Somebody who solved problems, who got up in the morning to solve problems.""… https://t.co/2KjgQTmlsJ",324
0.1779,Mon Sep 10 02:44:35 +0000 2018,0.803,0.084,0.112,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight: ""I know that we have to keep focus and keep battling for what is true. And things will change, because… https://t.co/J2EbJUoquX",325
0.5994,Mon Sep 10 02:42:34 +0000 2018,0.642,0.0,0.358,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight: ""Patriotism brings you many beautiful friends."" https://t.co/WbSrcbxd1X",326
0.1027,Mon Sep 10 02:38:06 +0000 2018,0.616,0.178,0.205,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Florence strengthens into a hurricane, threatens to hit Southeast US https://t.co/fKABDcV6ml https://t.co/MYVS2x49l0",327
0.0,Mon Sep 10 02:35:11 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight: ""When you look at...John Kennedy's inaugural address— his inaugural address would be deemed today by t… https://t.co/yENRnhBu7c",328
0.0,Mon Sep 10 02:28:32 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",".@VP Pence slams 'disappointing' Obama speech, says he'd take lie detector to prove he didn't write NYT Op-Ed https://t.co/udGkLfTbo3",329
0.296,Mon Sep 10 02:22:45 +0000 2018,0.891,0.0,0.109,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","THIS DAY IN HISTORY: The Apollo 11 astronauts, Michael Collins, Neil Armstrong and Edwin Aldrin, join Postmaster Ge… https://t.co/bPEtRfpVNA",330
0.9042,Mon Sep 10 02:17:53 +0000 2018,0.629,0.0,0.371,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@jonvoight to the late Burt Reynolds: ""You were a true artist in every way. You had the greatest love for your cra… https://t.co/LDybBaLaJs",331
-0.2732,Mon Sep 10 02:04:49 +0000 2018,0.851,0.149,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",'Dine-and-dash dater' who allegedly left dates with pricey bills faces new charges https://t.co/bMpMgIE6Qz,332
0.0,Mon Sep 10 01:50:54 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@MiamiDolphins players Kenny Stills and Albert Wilson kneel during the national anthem before their game against t… https://t.co/8qTIrZ2J1l,333
0.3182,Mon Sep 10 01:39:18 +0000 2018,0.887,0.0,0.113,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @FoxNewsResearch: North Korea:
•1945: Korea divided at 38th parallel
•1948: Separate nations established
—Communist NK supported by Sovi…",334
0.0,Mon Sep 10 01:36:21 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ahead of Kavanaugh confirmation vote, Sen. Collins receives 3,000 hangers from pro-choice activists. https://t.co/rANFDYJler",335
0.4019,Mon Sep 10 01:30:04 +0000 2018,0.828,0.0,0.172,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@RealCandaceO on the current state of the Democratic Party: ""It's completely splintered."" @NextRevFNC https://t.co/iZ7E9kGj4O",336
0.4767,Mon Sep 10 01:27:43 +0000 2018,0.744,0.0,0.256,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@charliekirk11: ""The president has improved the economy tremendously."" @NextRevFNC https://t.co/N9UgRrriAu",337
-0.743,Mon Sep 10 01:18:57 +0000 2018,0.656,0.344,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",DEVELOPING: Female Dallas cop who killed man in his home charged with manslaughter. https://t.co/hdtrAEvANL,338
-0.7003,Mon Sep 10 01:06:00 +0000 2018,0.756,0.244,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Oregon fast food restaurant revises button policy after employees wear 'Abolish ICE' and 'No one is illegal' pins a… https://t.co/Mw7KVc6TAr,339
-0.4767,Mon Sep 10 01:05:56 +0000 2018,0.693,0.307,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Paris knife attack leaves 7 wounded, reports say. https://t.co/vm9JmTgov1",340
-0.4588,Mon Sep 10 01:00:00 +0000 2018,0.8,0.2,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Beyonce, Jay-Z threatened by George Zimmerman over Trayvon Martin documentary, report says. https://t.co/zV9SgrGTRl",341
-0.5423,Mon Sep 10 00:56:33 +0000 2018,0.759,0.241,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Woman kills husband at Walmart in front of 3 children, cops say. https://t.co/D9bHaZs8sf",342
0.0,Mon Sep 10 00:45:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Cold case detectives search Ohio farm in couple's separate disappearances in 1994 and 2003.
https://t.co/YsKF1iUqvJ",343
0.0,Mon Sep 10 00:37:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Corey Brooks on leadership in Chicago: ""Until we start to diversify how we view politically ourselves, we're going… https://t.co/SgmmEeNBym",344
-0.6249,Mon Sep 10 00:33:00 +0000 2018,0.83,0.17,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Jason Hill on political leadership in Chicago: “I think corruption and violence are part of the DNA of the city.""… https://t.co/uQOBzYe2pP",345
-0.6249,Mon Sep 10 00:27:00 +0000 2018,0.823,0.177,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Kevin Graham on Chicago violence: ""It didn't start yesterday. It started started years ago when they decided to und… https://t.co/uLKBkva9rM",346
-0.6597,Mon Sep 10 00:25:20 +0000 2018,0.833,0.167,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Rochelle Sykes, aunt of teen murdered in Chicago: ""He wasn't in a gang, he didn't do drugs. What is it that he coul… https://t.co/AJnyEkU6yi",347
0.0946,Mon Sep 10 00:19:00 +0000 2018,0.711,0.116,0.173,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","TONIGHT: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow and special guest @jonvoight - Tune in at 10p ET o… https://t.co/KyHzpCraFE",348
0.5719,Mon Sep 10 00:11:05 +0000 2018,0.748,0.0,0.252,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Parkland high school wins first home football game since deadly shooting. https://t.co/okqgRuN8bC,349
-0.2732,Mon Sep 10 00:00:01 +0000 2018,0.851,0.149,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",'Dine-and-dash dater' who allegedly left dates with pricey bills faces new charges. https://t.co/6uHd2KEbBH,350
-0.5106,Sun Sep 09 23:52:20 +0000 2018,0.829,0.171,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@KatiePavlich on fallout of anonymous NYT op-ed: ""Politically, I don't think it was damaging at all."" #FNS https://t.co/i4cxKWnSSs",351
-0.3182,Sun Sep 09 23:46:42 +0000 2018,0.813,0.187,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",JUST IN: @DjokerNole defeats @delpotrojuan in the US Open final. https://t.co/zaObEUXZTO,352
0.4767,Sun Sep 09 23:41:10 +0000 2018,0.819,0.0,0.181,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",UPDATE: CBS CEO Les Moonves departs the company 'effective immediately' amid sexual misconduct allegations. https://t.co/sif3n9cXUt,353
-0.6204,Sun Sep 09 23:36:31 +0000 2018,0.831,0.169,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP Pence on anonymous NYT op-ed: ""It really is an assault on our democracy and it should be universally condemned… https://t.co/JbF736Ujrs",354
0.1139,Sun Sep 09 23:25:00 +0000 2018,0.9,0.0,0.1,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","TONIGHT: Don't miss a brand new ""The Next Revolution"" with @SteveHiltonx featuring @TezlynFigaro, @charliekirk11,… https://t.co/q1emBr1zRr",355
-0.3818,Sun Sep 09 23:24:07 +0000 2018,0.833,0.167,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Convicted ex-Trump aide George Papadopoulos suggests Sessions lied to Congress about Putin summit.
https://t.co/ktifrCuImb",356
0.0,Sun Sep 09 23:13:48 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ahead of the 17th anniversary of 9/11, the 'Tower of Voices' was erected in Shanksville, Pennsylvania, by the… https://t.co/rM9Pv6AP8l",357
0.0,Sun Sep 09 23:05:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","On @FoxNewsSunday, @VP Pence blasted @BarackObama and his administration's policies after a series of political eve… https://t.co/QghWHty9ne",358
-0.34,Sun Sep 09 22:57:44 +0000 2018,0.789,0.211,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tennessee officials post warning after bear gets into truck. https://t.co/b09fvEZ33Y,359
0.2263,Sun Sep 09 22:41:39 +0000 2018,0.671,0.134,0.195,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",.@Kaepernick7 thanks @MiamiDolphins players for anthem protest prior to season opener. https://t.co/7hwfyZfidr,360
0.6249,Sun Sep 09 22:32:24 +0000 2018,0.579,0.0,0.421,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Sweden election sees gains for far-right, anti-immigrant party. https://t.co/idQqV18Wkz",361
0.34,Sun Sep 09 22:15:41 +0000 2018,0.87,0.0,0.13,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",.@cindymccain was selected as the @AZCardinals' honorary team captain for their season opener against the @Redskins. https://t.co/Msst3qaMks,362
-0.4019,Sun Sep 09 22:08:00 +0000 2018,0.886,0.114,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",CBS CEO Les Moonves will step down from his position amid a series of sexual misconduct complaints by at least 12 f… https://t.co/BBGA0oDvnM,363
0.0,Sun Sep 09 22:02:24 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Florence forecast to become 'major hurricane,' moving toward southeastern US. https://t.co/iKfaYcaEKE",364
0.0,Sun Sep 09 21:54:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Detroit food truck owner refuses to serve law enforcement officers. https://t.co/9IRucnDFQg,365
0.0,Sun Sep 09 21:50:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",What is the Saffir-Simpson hurricane wind scale? https://t.co/qwC1JRN1Pv,366
-0.4404,Sun Sep 09 21:46:00 +0000 2018,0.707,0.293,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Shark attacks 23-year-old surfer at Hawaii beach. https://t.co/t9i5ExcQtX,367
-0.4215,Sun Sep 09 21:41:43 +0000 2018,0.725,0.275,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",German pop singer missing at sea after falling from cruise ship. https://t.co/2bcLANlBBp,368
0.5574,Sun Sep 09 21:33:00 +0000 2018,0.753,0.0,0.247,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",The 'forgotten' Supreme Court decision and its impact on our politics. https://t.co/MOAa5RKDZY,369
-0.4588,Sun Sep 09 21:26:58 +0000 2018,0.84,0.16,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @EricShawnTV: No big missiles at the North Korean parade. A message from Kim Jong Un...or empty symbol? Watch our analysis @FoxNews on w…,370
-0.5423,Sun Sep 09 21:26:00 +0000 2018,0.759,0.241,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Woman kills husband at Walmart in front of 3 children, cops say. https://t.co/D9bHaZs8sf",371
-0.872,Sun Sep 09 21:19:00 +0000 2018,0.548,0.452,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Reps. McCaul and Chabot: Drones in the wrong hands are a terror threat to Americans. https://t.co/B5gx5K6CBk,372
0.0,Sun Sep 09 21:10:17 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Model with Down syndrome walks runway at New York Fashion Week. https://t.co/kVJsP2b24r,373
-0.3818,Sun Sep 09 21:02:00 +0000 2018,0.833,0.167,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Tennessee parents upset by school's response after students find maggots in cafeteria food. https://t.co/18uktWeVqE,374
-0.34,Sun Sep 09 20:55:00 +0000 2018,0.769,0.231,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Hurricane warning vs. watch: How are they different? https://t.co/cTu0fKwfJ0,375
-0.5106,Sun Sep 09 20:46:00 +0000 2018,0.798,0.202,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","John Kerry condemns bids to 'destroy' presidents, then suggests Trump unfit for office. https://t.co/olf57al13c",376
0.0,Sun Sep 09 20:39:36 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","The #DeltaFire in Northern California has scorched over 41,000 acres and is only 5% contained. https://t.co/uwWBRHpNg1",377
-0.2244,Sun Sep 09 20:33:00 +0000 2018,0.905,0.095,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Don’t miss “Fox Report with Jon Scott” Saturdays and Sundays at 6p ET on Fox News Channel! @JonScottFNC https://t.co/2QyvbhaLvu,378
0.0,Sun Sep 09 20:30:10 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",New York Democrats slammed for mailer implying Cynthia Nixon is anti-Semitic. https://t.co/zMKr1P27UE,379
-0.6369,Sun Sep 09 20:11:28 +0000 2018,0.819,0.181,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@CGasparino on CBS CEO Les Moonves after fallout of new sexual abuse allegations: ""Sources close to the company ar… https://t.co/yzQLNiXdkA",380
-0.34,Sun Sep 09 19:59:58 +0000 2018,0.844,0.156,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BREAKING: CBS CEO Les Moonves to resign after sexual misconduct claims, sources say. https://t.co/ymLNggZXU3",381
0.4215,Sun Sep 09 19:48:41 +0000 2018,0.833,0.0,0.167,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Gold Star Wife: @Nike, @Kaepernick7 Should Visit Arlington Nat'l Cemetery to See 'True Sacrifice' https://t.co/fIU2wfzlN1",382
-0.5267,Sun Sep 09 19:37:00 +0000 2018,0.746,0.254,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Serena Williams fined $17,000 for violations during US Open final. https://t.co/yXSo6H57YU",383
0.4019,Sun Sep 09 19:31:00 +0000 2018,0.863,0.0,0.137,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","In a special @IngrahamAngle town hall, Laura Ingraham delves into the reasons behind the staggering levels of viole… https://t.co/XscrFpWgAA",384
0.296,Sun Sep 09 19:26:00 +0000 2018,0.872,0.0,0.128,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Amber Alert issued for Arizona girl, 14, who may be with 21-year-old man, police say.
https://t.co/ClKwKq8pc9",385
0.7184,Sun Sep 09 19:22:18 +0000 2018,0.714,0.0,0.286,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Hurricane Florence is gaining strength in the Atlantic as it churns towards the East Coast. https://t.co/8c5SSRC3qc https://t.co/zhFVwqSmu0,386
-0.5106,Sun Sep 09 19:15:55 +0000 2018,0.829,0.171,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@KatiePavlich on fallout of anonymous NYT op-ed: ""Politically, I don't think it was damaging at all."" #FNS https://t.co/WoBlvhrNVk",387
0.0,Sun Sep 09 19:06:39 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Sen. @ChrisCoons: ""What's the basis in law for investigating who wrote this editorial?"" #FNS https://t.co/THYdbWUP5g",388
-0.6204,Sun Sep 09 18:54:14 +0000 2018,0.831,0.169,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP Pence on anonymous NYT op-ed: ""It really is an assault on our democracy and it should be universally condemned… https://t.co/z4W1fkdS7r",389
0.5423,Sun Sep 09 18:36:32 +0000 2018,0.844,0.0,0.156,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP Pence on writer of anonymous NYT op-ed: ""That person should do the honorable thing, step forward and resign.""… https://t.co/JB6SuNADq2",390
-0.5106,Sun Sep 09 18:24:05 +0000 2018,0.845,0.155,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",".@VP Pence: ""The American people in 2016 rejected the policy and direction of @BarackObama when they elected Presid… https://t.co/TUZpTe4qfL",391
0.0,Sun Sep 09 18:18:23 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Tom Ridge at Tower of Voices dedication ceremony: ""At the end of the day, the story of Flight 93 is also quite simp… https://t.co/FsweFlUCuj",392
0.5267,Sun Sep 09 18:14:00 +0000 2018,0.833,0.0,0.167,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","TONIGHT: Actor @jonvoight sounds off on politics in Hollywood on ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tun… https://t.co/yx7Fa0XTFC",393
0.0,Sun Sep 09 18:10:13 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",American Airlines pilot buys Papa John's Pizza for 159 passengers after flight is diverted. https://t.co/xvByPwU1Ts,394
0.0,Sun Sep 09 18:00:02 +0000 2018,1.0,0.0,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",South Carolina nail salon allegedly kicks out customer for being 'too big' https://t.co/5HUc1rrnZI,395
0.0,Sun Sep 09 17:45:25 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Tom Ridge speaks at Tower of Voices dedication ceremony https://t.co/ikbSFAlxAW https://t.co/b2JPTl6QYc,396
-0.34,Sun Sep 09 17:40:00 +0000 2018,0.855,0.145,0.0,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",CBS CEO Les Moonves accused by six more women of sexual misconduct amid reports he'll get big money to leave network https://t.co/pWZMpV3TED,397
0.0,Sun Sep 09 17:28:17 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Groundbreaking 'Tower of Voices' Flight 93 memorial erected ahead of 9/11 anniversary https://t.co/1vKJhTYOju,398
0.25,Sun Sep 09 17:27:00 +0000 2018,0.622,0.137,0.241,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OPINION: @TayaKyle: Nike, I love your gear, but your Colin Kaepernick ad exhausts my spirit https://t.co/mYRWvWICY7",399
-0.2244,Sun Sep 09 17:16:00 +0000 2018,0.905,0.095,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Don’t miss “Fox Report with Jon Scott” Saturdays and Sundays at 6p ET on Fox News Channel! @JonScottFNC https://t.co/4AIP59OJCI,400
-0.4019,Mon Sep 10 03:11:39 +0000 2018,0.838,0.162,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","7 people were injured by a knife-wielding assailant in Paris on Sunday night, including 2 British tourists https://t.co/5wptO4wGLS",401
-0.5423,Mon Sep 10 02:56:24 +0000 2018,0.759,0.241,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",A Spy Story: Sergei Skripal Was a Little Fish. He Had a Big Enemy. https://t.co/UwQWo0INJM,402
0.0,Mon Sep 10 02:52:40 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ChuBailiang: One of the things that weighed most when working on this story was how the families of Uighurs and other Muslim minorities…,403
-0.847,Mon Sep 10 02:42:02 +0000 2018,0.65,0.35,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","In Opinion

The editorial board writes, ""This is the lowest form of politics, and the most dangerous, exploiting th… https://t.co/H2WyLhSOqT",404
0.0,Mon Sep 10 02:28:41 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Jack Ma, Alibaba’s Chairman, Plans to Step Down https://t.co/9ekFXi4ZbW",405
0.0,Mon Sep 10 02:19:54 +0000 2018,1.0,0.0,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Children’s books have always been political, but current children’s book creators are finding new outlets to increa… https://t.co/80p9IEGmjJ",406
0.5859,Mon Sep 10 02:02:31 +0000 2018,0.798,0.0,0.202,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Home fitness machinery used to be bulky items relegated to the garage or basement. Now, with help from Silicon Vall… https://t.co/hj8WDdL4Gz",407
-0.4939,Mon Sep 10 01:56:56 +0000 2018,0.862,0.138,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @dagnysalas: Affairs, redecorating with pheasant feathers and overnight stays in the White House: The list of political scandals with a…",408
